idSucursal;idTipoPaquete;Servicio Cable;Fibra optica;Servicio Internet;Servicio Telefonía;PP Paquete;PN Paquete;Tarifa Promocional;SIMETRÍA;internet_promo;internet_promo_temp;tar_promocional_temp;QUERY
221;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '221', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
221;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '221', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
223;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '223', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
223;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '223', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
223;2;2;;250;1;$800;$850;650;0;500;6;6;(NULL, '223', '2', '2', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
223;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '223', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
223;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '223', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
223;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '223', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
225;3;0;;100;1;$550;$600;0;0;;;;(NULL, '225', '3', '0', '', '100', '1', '550', '600', '0', '', '', '0', '1', current_timestamp()),
225;2;1;;100;1;$650;$700;;0;;;;(NULL, '225', '2', '1', '', '100', '1', '650', '700', '0', '', '', '', '1', current_timestamp()),
226;2;2;;60;1;$600;$650;450;0;120;6;6;(NULL, '226', '2', '2', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
226;2;2;;100;1;$700;$750;550;0;200;6;6;(NULL, '226', '2', '2', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
226;2;2;;250;1;$800;$850;650;0;500;6;6;(NULL, '226', '2', '2', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
226;2;2;;500;1;$900;$950;750;0;1000;6;6;(NULL, '226', '2', '2', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
226;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '226', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
226;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '226', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
226;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '226', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
226;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '226', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
226;3;0;;60;1;$500;$600;0;1;;;;(NULL, '226', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
226;3;0;;100;1;$600;$700;0;1;;;;(NULL, '226', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
226;3;0;;250;1;$700;$800;0;1;;;;(NULL, '226', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
226;3;0;;500;1;$800;$900;0;1;;;;(NULL, '226', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
226;2;2;;60;1;$650;$750;;1;;;;(NULL, '226', '2', '2', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
226;2;2;;100;1;$750;$850;;1;;;;(NULL, '226', '2', '2', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
226;2;2;;250;1;$850;$950;;1;;;;(NULL, '226', '2', '2', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
226;2;2;;500;1;$950;$1.050;;1;;;;(NULL, '226', '2', '2', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
226;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '226', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
227;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '227', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
227;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '227', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
228;3;0;;60;1;$500;$600;0;1;;;;(NULL, '228', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
228;2;1;;60;1;$650;$700;;0;;;;(NULL, '228', '2', '1', '', '60', '1', '650', '700', '0', '', '', '', '1', current_timestamp()),
228;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '228', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
228;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '228', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
229;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '229', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
229;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '229', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
230;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '230', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
230;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '230', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
231;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '231', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
231;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '231', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
232;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '232', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
232;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '232', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
233;3;0;;60;1;$500;$600;0;1;;;;(NULL, '233', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
233;2;1;;60;1;$650;$700;;0;;;;(NULL, '233', '2', '1', '', '60', '1', '650', '700', '0', '', '', '', '1', current_timestamp()),
233;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '233', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
233;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '233', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
234;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '234', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
234;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '234', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
235;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '235', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
235;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '235', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
238;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '238', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
238;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '238', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
239;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '239', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
239;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '239', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
240;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '240', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
240;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '240', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
241;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '241', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
241;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '241', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
242;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '242', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
242;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '242', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
243;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '243', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
243;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '243', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
244;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '244', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
244;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '244', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
245;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '245', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
245;2;1;;100;1;$650;$700;550;0;200;6;6;(NULL, '245', '2', '1', '', '100', '1', '650', '700', '0', '200', '6', '550', '1', current_timestamp()),
245;2;1;;250;1;$750;$800;650;0;500;6;6;(NULL, '245', '2', '1', '', '250', '1', '750', '800', '0', '500', '6', '650', '1', current_timestamp()),
245;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '245', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
245;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '245', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
245;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '245', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
246;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '246', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
246;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '246', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
247;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '247', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
247;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '247', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
248;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '248', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
248;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '248', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
249;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '249', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
249;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '249', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
250;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '250', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
250;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '250', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
252;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '252', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
252;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '252', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
253;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '253', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
253;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '253', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
254;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '254', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
254;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '254', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
255;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '255', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
255;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '255', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
258;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '258', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
258;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '258', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
259;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '259', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
259;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '259', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
260;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '260', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
260;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '260', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
261;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '261', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
261;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '261', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
262;3;0;;60;1;$500;$600;0;1;;;;(NULL, '262', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
262;2;2;;60;1;$650;$700;;0;;;;(NULL, '262', '2', '2', '', '60', '1', '650', '700', '0', '', '', '', '1', current_timestamp()),
262;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '262', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
262;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '262', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
263;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '263', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
263;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '263', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
264;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '264', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
264;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '264', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
264;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '264', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
264;2;1;;500;1;$900;$950;750;0;1000;6;6;(NULL, '264', '2', '1', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
264;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '264', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
264;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '264', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
264;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '264', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
264;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '264', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
264;3;0;;60;1;$500;$600;0;1;;;;(NULL, '264', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
264;3;0;;100;1;$600;$700;0;1;;;;(NULL, '264', '3', '0', '', '100', '1', '600', '700', '1', '', '', '0', '1', current_timestamp()),
264;3;0;;250;1;$700;$800;0;1;;;;(NULL, '264', '3', '0', '', '250', '1', '700', '800', '1', '', '', '0', '1', current_timestamp()),
264;3;0;;500;1;$800;$900;0;1;;;;(NULL, '264', '3', '0', '', '500', '1', '800', '900', '1', '', '', '0', '1', current_timestamp()),
264;2;1;;60;1;$650;$750;;1;;;;(NULL, '264', '2', '1', '', '60', '1', '650', '750', '1', '', '', '', '1', current_timestamp()),
264;2;1;;100;1;$750;$850;;1;;;;(NULL, '264', '2', '1', '', '100', '1', '750', '850', '1', '', '', '', '1', current_timestamp()),
264;2;1;;250;1;$850;$950;;1;;;;(NULL, '264', '2', '1', '', '250', '1', '850', '950', '1', '', '', '', '1', current_timestamp()),
264;2;1;;500;1;$950;$1.050;;1;;;;(NULL, '264', '2', '1', '', '500', '1', '950', '1050', '1', '', '', '', '1', current_timestamp()),
264;1;1;;1000;1;$1.000;$1.100;;0;;;;(NULL, '264', '1', '1', '', '1000', '1', '1000', '1100', '0', '', '', '', '1', current_timestamp()),
265;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '265', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
265;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '265', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
266;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '266', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
266;2;2;;60;1;$550;$600;400;0;120;6;6;(NULL, '266', '2', '2', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
267;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '267', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
267;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '267', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
268;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '268', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
268;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '268', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
269;3;0;;60;1;$450;$500;300;0;;;6;(NULL, '269', '3', '0', '', '60', '1', '450', '500', '0', '', '', '300', '1', current_timestamp()),
269;2;1;;60;1;$550;$600;400;0;;;6;(NULL, '269', '2', '1', '', '60', '1', '550', '600', '0', '', '', '400', '1', current_timestamp()),
270;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '270', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
270;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '270', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
271;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '271', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
271;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '271', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
272;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '272', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
272;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '272', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
273;2;1;;60;1;$650;$600;400;0;120;6;6;(NULL, '273', '2', '1', '', '60', '1', '650', '600', '0', '120', '6', '400', '1', current_timestamp()),
273;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '273', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
274;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '274', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
274;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '274', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
275;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '275', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
275;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '275', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
276;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '276', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
276;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '276', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
277;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '277', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
277;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '277', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
278;3;0;;60;1;$500;$600;0;1;;;;(NULL, '278', '3', '0', '', '60', '1', '500', '600', '1', '', '', '0', '1', current_timestamp()),
278;2;1;;60;1;$650;$700;;0;;;;(NULL, '278', '2', '1', '', '60', '1', '650', '700', '0', '', '', '', '1', current_timestamp()),
278;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '278', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
278;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '278', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
279;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '279', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
279;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '279', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
280;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '280', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
280;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '280', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
281;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '281', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
281;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '281', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
282;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '282', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
282;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '282', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
283;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '283', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
283;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '283', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
284;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '284', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
284;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '284', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
286;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '286', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
286;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '286', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
287;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '287', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
287;2;1;;60;1;$550;$600;400;0;120;6;6;(NULL, '287', '2', '1', '', '60', '1', '550', '600', '0', '120', '6', '400', '1', current_timestamp()),
288;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '288', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
288;2;1;;100;1;$650;$700;550;0;200;6;6;(NULL, '288', '2', '1', '', '100', '1', '650', '700', '0', '200', '6', '550', '1', current_timestamp()),
288;2;1;;250;1;$750;$800;650;0;500;6;6;(NULL, '288', '2', '1', '', '250', '1', '750', '800', '0', '500', '6', '650', '1', current_timestamp()),
288;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '288', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
288;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '288', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
288;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '288', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
289;2;1;;60;1;$600;$650;450;0;120;6;6;(NULL, '289', '2', '1', '', '60', '1', '600', '650', '0', '120', '6', '450', '1', current_timestamp()),
289;2;1;;100;1;$700;$750;550;0;200;6;6;(NULL, '289', '2', '1', '', '100', '1', '700', '750', '0', '200', '6', '550', '1', current_timestamp()),
289;2;1;;250;1;$800;$850;650;0;500;6;6;(NULL, '289', '2', '1', '', '250', '1', '800', '850', '0', '500', '6', '650', '1', current_timestamp()),
289;2;1;;500;1;$900;$950;750;0;1000;6;6;(NULL, '289', '2', '1', '', '500', '1', '900', '950', '0', '1000', '6', '750', '1', current_timestamp()),
289;3;0;;60;1;$450;$500;300;0;120;6;6;(NULL, '289', '3', '0', '', '60', '1', '450', '500', '0', '120', '6', '300', '1', current_timestamp()),
289;3;0;;100;1;$550;$600;400;0;200;6;6;(NULL, '289', '3', '0', '', '100', '1', '550', '600', '0', '200', '6', '400', '1', current_timestamp()),
289;3;0;;250;1;$650;$700;500;0;500;6;6;(NULL, '289', '3', '0', '', '250', '1', '650', '700', '0', '500', '6', '500', '1', current_timestamp()),
289;3;0;;500;1;$750;$800;600;0;1000;6;6;(NULL, '289', '3', '0', '', '500', '1', '750', '800', '0', '1000', '6', '600', '1', current_timestamp()),
