idSucursal;idTipoPaquete;idServicioCable;fibraOptica;velocidadInternet;telefonia;precioPromoPaquete;precioNormalPaquete;tarifaPromocional;simetria;velocidadPromo;tiempoVelocidadPromo
44;2;2;;60;1;$600;$650;450;0;120;6
44;2;2;;100;1;$700;$750;550;0;200;6
44;2;2;;250;1;$800;$850;650;0;500;6
44;2;2;;500;1;$900;$950;750;0;1000;6
44;3;0;;60;1;$450;$500;300;0;120;6
44;3;0;;100;1;$550;$600;400;0;200;6
44;3;0;;250;1;$650;$700;500;0;500;6
44;3;0;;500;1;$750;$800;600;0;1000;6
44;3;0;;60;1;$500;$600;0;1;;
44;3;0;;100;1;$600;$700;0;1;;
44;3;0;;250;1;$700;$800;0;1;;
44;3;0;;500;1;$800;$900;0;1;;
44;2;2;;60;1;$650;$750;;1;;
44;2;2;;100;1;$750;$850;;1;;
44;2;2;;250;1;$850;$950;;1;;
44;2;2;;500;1;$950;$1.050;;1;;
44;1;1;;1000;1;$1.000;$1.100;;0;;
45;3;0;;60;1;$450;$500;300;0;120;6
45;2;2;;60;1;$550;$600;400;0;120;6
46;2;2;;60;1;$550;$600;400;0;120;6
46;3;0;;60;1;$450;$500;300;0;120;6
47;2;2;;60;1;$600;$650;450;0;120;6
47;2;2;;100;1;$700;$750;550;0;200;6
47;2;2;;250;1;$800;$850;650;0;500;6
47;2;2;;500;1;$900;$950;750;0;1000;6
47;3;0;;60;1;$450;$500;300;0;120;6
47;3;0;;100;1;$550;$600;400;0;200;6
47;3;0;;250;1;$650;$700;500;0;500;6
47;3;0;;500;1;$750;$800;600;0;1000;6
47;3;0;;60;1;$500;$600;0;1;;
47;3;0;;100;1;$600;$700;0;1;;
47;3;0;;250;1;$700;$800;0;1;;
47;3;0;;500;1;$800;$900;0;1;;
47;2;2;;60;1;$650;$750;;1;;
47;2;2;;100;1;$750;$850;;1;;
47;2;2;;250;1;$850;$950;;1;;
47;2;2;;500;1;$950;$1.050;;1;;
47;1;1;;1000;1;$1.000;$1.100;;0;;
50;2;2;;60;1;$600;$650;450;0;120;6
50;2;2;;100;1;$700;$750;550;0;200;6
50;2;2;;250;1;$800;$850;650;0;500;6
50;2;2;;500;1;$900;$950;750;0;1000;6
50;3;0;;60;1;$450;$500;300;0;120;6
50;3;0;;100;1;$550;$600;400;0;200;6
50;3;0;;250;1;$650;$700;500;0;500;6
50;3;0;;500;1;$750;$800;600;0;1000;6
50;3;0;;60;1;$500;$600;0;1;;
50;3;0;;100;1;$600;$700;0;1;;
50;3;0;;250;1;$700;$800;0;1;;
50;3;0;;500;1;$800;$900;0;1;;
50;2;2;;60;1;$650;$750;;1;;
50;2;2;;100;1;$750;$850;;1;;
50;2;2;;250;1;$850;$950;;1;;
50;2;2;;500;1;$950;$1.050;;1;;
50;1;1;;1000;1;$1.000;$1.100;;0;;
51;2;2;;60;1;$600;$650;450;0;120;6
51;2;2;;100;1;$700;$750;550;0;200;6
51;2;2;;250;1;$800;$850;650;0;500;6
51;2;2;;500;1;$900;$950;750;0;1000;6
51;3;0;;60;1;$450;$500;300;0;120;6
51;3;0;;100;1;$550;$600;400;0;200;6
51;3;0;;250;1;$650;$700;500;0;500;6
51;3;0;;500;1;$750;$800;600;0;1000;6
51;3;0;;60;1;$500;$600;0;1;;
51;3;0;;100;1;$600;$700;0;1;;
51;3;0;;250;1;$700;$800;0;1;;
51;3;0;;500;1;$800;$900;0;1;;
51;2;2;;60;1;$650;$750;;1;;
51;2;2;;100;1;$750;$850;;1;;
51;2;2;;250;1;$850;$950;;1;;
51;2;2;;500;1;$950;$1.050;;1;;
51;1;1;;1000;1;$1.000;$1.100;;0;;
52;3;0;;60;1;$450;$500;300;0;120;6
52;2;2;;60;1;$550;$600;400;0;120;6
53;2;2;;60;1;$600;$650;450;0;120;6
53;2;2;;100;1;$700;$750;550;0;200;6
53;2;2;;250;1;$800;$850;650;0;500;6
53;2;2;;500;1;$900;$950;750;0;1000;6
53;3;0;;60;1;$450;$500;300;0;120;6
53;3;0;;100;1;$550;$600;400;0;200;6
53;3;0;;250;1;$650;$700;500;0;500;6
53;3;0;;500;1;$750;$800;600;0;1000;6
53;3;0;;60;1;$500;$600;0;1;;
53;3;0;;100;1;$600;$700;0;1;;
53;3;0;;250;1;$700;$800;0;1;;
53;3;0;;500;1;$800;$900;0;1;;
53;2;2;;60;1;$650;$750;;1;;
53;2;2;;100;1;$750;$850;;1;;
53;2;2;;250;1;$850;$950;;1;;
53;2;2;;500;1;$950;$1.050;;1;;
53;1;1;;1000;1;$1.000;$1.100;;0;;
54;2;1;;60;1;$600;$650;450;0;120;6
54;2;1;;100;1;$700;$750;550;0;200;6
54;2;1;;250;1;$800;$850;650;0;500;6
54;2;1;;500;1;$900;$950;750;0;1000;6
54;3;0;;60;1;$450;$500;300;0;120;6
54;3;0;;100;1;$550;$600;400;0;200;6
54;3;0;;250;1;$650;$700;500;0;500;6
54;3;0;;500;1;$750;$800;600;0;1000;6
54;3;0;;60;1;$500;$600;0;1;;
54;3;0;;100;1;$600;$700;0;1;;
54;3;0;;250;1;$700;$800;0;1;;
54;3;0;;500;1;$800;$900;0;1;;
54;2;1;;60;1;$650;$750;;1;;
54;2;1;;100;1;$750;$850;;1;;
54;2;1;;250;1;$850;$950;;1;;
54;2;1;;500;1;$950;$1.050;;1;;
54;1;1;;1000;1;$1.000;$1.100;;0;;
56;3;0;;60;1;$450;$500;300;0;120;6
56;2;2;;60;1;$550;$600;400;0;120;6
57;3;0;;60;1;$450;$500;300;0;120;6
57;2;2;;60;1;$550;$600;400;0;120;6
58;3;0;;60;1;$450;$500;300;0;120;6
58;2;2;;60;1;$550;$600;400;0;120;6
59;3;0;;60;1;$450;$500;300;0;120;6
59;2;2;;60;1;$550;$600;400;0;120;6
60;3;0;;60;1;$450;$500;300;0;120;6
60;2;2;;60;1;$550;$600;400;0;120;6
61;3;0;;60;1;$450;$500;300;0;120;6
61;2;2;;60;1;$550;$600;400;0;120;6
62;2;2;;60;1;$500;$550;450;0;120;6
62;2;1;;60;1;$600;$650;450;0;120;6
62;2;1;;100;1;$700;$750;550;0;200;6
62;2;1;;250;1;$800;$850;650;0;500;6
62;2;1;;500;1;$900;$950;750;0;1000;6
62;3;0;;60;1;$450;$500;300;0;120;6
62;3;0;;100;1;$550;$600;400;0;200;6
62;3;0;;250;1;$650;$700;500;0;500;6
62;3;0;;500;1;$750;$800;600;0;1000;6
62;3;0;;60;1;$500;$600;0;1;;
62;3;0;;100;1;$600;$700;0;1;;
62;3;0;;250;1;$700;$800;0;1;;
62;3;0;;500;1;$800;$900;0;1;;
62;2;1;;60;1;$650;$750;;1;;
62;2;1;;100;1;$750;$850;;1;;
62;2;1;;250;1;$850;$950;;1;;
62;2;1;;500;1;$950;$1.050;;1;;
62;1;1;;1000;1;$1.000;$1.100;;0;;
63;2;2;;60;1;$600;$650;450;0;120;6
63;2;2;;100;1;$700;$750;550;0;200;6
63;2;2;;250;1;$800;$850;650;0;500;6
63;2;2;;500;1;$900;$950;750;0;1000;6
63;3;0;;60;1;$450;$500;300;0;120;6
63;3;0;;100;1;$550;$600;400;0;200;6
63;3;0;;250;1;$650;$700;500;0;500;6
63;3;0;;500;1;$750;$800;600;0;1000;6
63;3;0;;60;1;$500;$600;0;1;;
63;3;0;;100;1;$600;$700;0;1;;
63;3;0;;250;1;$700;$800;0;1;;
63;3;0;;500;1;$800;$900;0;1;;
63;2;2;;60;1;$650;$750;;1;;
63;2;2;;100;1;$750;$850;;1;;
63;2;2;;250;1;$850;$950;;1;;
63;2;2;;500;1;$950;$1.050;;1;;
63;1;1;;1000;1;$1.000;$1.100;;0;;
64;2;2;;60;1;$550;$600;400;0;120;6
64;3;0;;60;1;$450;$500;300;0;120;6
65;2;2;;60;1;$550;$600;400;0;120;6
65;3;0;;60;1;$450;$500;300;0;120;6
66;3;0;;60;1;$450;$500;300;0;120;6
66;2;2;;60;1;$550;$600;400;0;120;6
67;2;1;;60;1;$630;$680;450;0;120;6
67;2;1;;100;1;$730;$780;550;0;200;6
67;2;2;;250;1;$750;$800;650;0;500;6
67;3;0;;60;1;$450;$500;300;0;120;6
67;2;2;;60;1;$550;$600;400;0;120;6
68;3;0;;60;1;$450;$500;300;0;120;6
68;2;1;;60;1;$550;$600;400;0;120;6
69;3;0;;60;1;$450;$500;300;0;120;6
69;2;1;;60;1;$550;$600;400;0;120;6
70;2;1;;60;1;$600;$650;450;0;120;6
70;2;1;;100;1;$650;$700;550;0;200;6
70;2;1;;250;1;$750;$800;650;0;500;6
70;2;1;;500;1;$850;$900;750;0;1000;6
70;3;0;;60;1;$450;$500;300;0;120;6
70;3;0;;100;1;$550;$600;400;0;200;6
70;3;0;;250;1;$650;$700;500;0;500;6
70;3;0;;500;1;$750;$800;600;0;1000;6
71;3;0;;60;1;$450;$500;300;0;120;6
71;2;1;;60;1;$550;$600;400;0;120;6
72;3;0;;100;1;$550;$600;0;0;;
72;2;1;;100;1;$650;$700;;0;;
73;3;0;;60;1;$450;$500;300;0;120;6
73;2;1;;60;1;$550;$600;400;0;120;6
74;3;0;;60;1;$450;$500;300;0;120;6
74;2;1;;60;1;$550;$600;400;0;120;6
75;3;0;;60;1;$450;$500;300;0;120;6
75;2;1;;60;1;$550;$600;400;0;120;6
76;3;0;;60;1;$450;$500;300;0;120;6
76;2;2;;60;1;$550;$600;400;0;120;6
77;3;0;;60;1;$450;$500;300;0;120;6
77;2;1;;60;1;$600;$650;400;0;120;6
78;3;0;;60;1;$450;$500;300;0;120;6
78;2;1;;60;1;$550;$600;400;0;120;6
79;3;0;;60;1;$450;$500;300;0;120;6
79;2;1;;60;1;$550;$600;400;0;120;6
80;3;0;;60;1;$450;$500;300;0;120;6
80;2;2;;60;1;$550;$600;400;0;120;6
81;3;0;;60;1;$450;$500;300;0;120;6
81;2;2;;60;1;$550;$600;400;0;120;6
82;3;0;;60;1;$450;$500;300;0;120;6
82;2;2;;60;1;$550;$600;400;0;120;6
83;3;0;;60;1;$450;$500;300;0;120;6
83;2;2;;60;1;$550;$600;400;0;120;6
84;3;0;;60;1;$450;$500;300;0;120;6
86;3;0;;60;1;$450;$500;300;0;120;6
86;2;1;;60;1;$550;$600;400;0;120;6
87;2;2;;60;1;$600;$650;450;0;120;6
87;2;2;;100;1;$700;$750;550;0;200;6
87;2;2;;250;1;$800;$850;650;0;500;6
87;3;0;;60;1;$450;$500;300;0;120;6
87;3;0;;100;1;$550;$600;400;0;200;6
87;3;0;;250;1;$650;$700;500;0;500;6
88;3;0;;60;1;$450;$500;300;0;120;6
88;2;2;;60;1;$550;$600;400;0;120;6
89;3;0;;60;1;$450;$500;300;0;120;6
89;2;2;;60;1;$550;$600;400;0;120;6
90;3;0;;60;1;$450;$500;300;0;120;6
90;2;1;;60;1;$550;$600;400;0;120;6
91;2;1;;60;1;$600;$650;450;0;120;6
91;2;1;;100;1;$650;$700;550;0;200;6
91;2;1;;250;1;$750;$800;650;0;500;6
91;3;0;;60;1;$450;$500;300;0;120;6
91;3;0;;100;1;$550;$600;400;0;200;6
91;3;0;;250;1;$650;$700;500;0;500;6
92;3;0;;60;1;$450;$500;300;0;120;6
92;2;1;;60;1;$550;$600;400;0;120;6
93;3;0;;60;1;$450;$500;300;0;120;6
93;2;1;;60;1;$550;$600;400;0;120;6
94;3;0;;60;1;$450;$500;300;0;120;6
94;2;1;;60;1;$550;$600;400;0;120;6
96;2;1;;60;1;$600;$650;450;0;120;6
96;2;1;;100;1;$650;$700;550;0;200;6
96;2;1;;250;1;$750;$800;650;0;500;6
96;3;0;;60;1;$450;$500;300;0;120;6
96;3;0;;100;1;$550;$600;400;0;200;6
96;3;0;;250;1;$650;$700;500;0;500;6
97;2;2;;60;1;$600;$650;450;0;120;6
97;2;2;;100;1;$700;$750;550;0;200;6
97;2;2;;250;1;$800;$850;650;0;500;6
97;3;0;;60;1;$450;$500;300;0;120;6
97;3;0;;100;1;$550;$600;400;0;200;6
97;3;0;;250;1;$650;$700;500;0;500;6
98;2;1;;60;1;$600;$650;450;0;120;6
98;2;1;;100;1;$650;$700;550;0;200;6
98;2;1;;250;1;$750;$800;650;0;500;6
98;3;0;;60;1;$450;$500;300;0;120;6
98;3;0;;100;1;$550;$600;400;0;200;6
98;3;0;;250;1;$650;$700;500;0;500;6
99;3;0;;60;1;$450;$500;300;0;120;6
99;2;1;;60;1;$550;$600;400;0;120;6
100;3;0;;60;1;$450;$500;300;0;120;6
100;2;1;;60;1;$550;$600;400;0;120;6
101;3;0;;60;1;$450;$500;300;0;120;6
101;2;1;;60;1;$550;$600;400;0;120;6
102;3;0;;60;1;$450;$500;300;0;120;6
102;2;1;;60;1;$550;$600;400;0;120;6
103;3;0;;60;1;$450;$500;300;0;120;6
103;2;1;;60;1;$550;$600;400;0;120;6
104;2;1;;60;1;$600;$650;450;0;120;6
104;2;1;;100;1;$650;$700;550;0;200;6
104;2;1;;250;1;$750;$800;650;0;500;6
104;3;0;;60;1;$450;$500;300;0;120;6
104;3;0;;100;1;$550;$600;400;0;200;6
104;3;0;;250;1;$650;$700;500;0;500;6
105;2;1;;60;1;$600;$650;450;0;120;6
105;2;1;;100;1;$650;$700;550;0;200;6
105;2;1;;250;1;$750;$800;650;0;500;6
105;3;0;;60;1;$450;$500;300;0;120;6
105;3;0;;100;1;$550;$600;400;0;200;6
105;3;0;;250;1;$650;$700;500;0;500;6
106;2;2;;60;1;$600;$650;450;0;120;6
106;2;2;;100;1;$700;$750;550;0;200;6
106;2;2;;250;1;$800;$850;650;0;500;6
106;2;2;;500;1;$900;$950;750;0;1000;6
106;3;0;;60;1;$450;$500;300;0;120;6
106;3;0;;100;1;$550;$600;400;0;200;6
106;3;0;;250;1;$650;$700;500;0;500;6
106;3;0;;500;1;$750;$800;600;0;1000;6
106;3;0;;60;1;$500;$600;0;1;;
106;3;0;;100;1;$600;$700;0;1;;
106;3;0;;250;1;$700;$800;0;1;;
106;3;0;;500;1;$800;$900;0;1;;
106;2;2;;60;1;$650;$750;;1;;
106;2;2;;100;1;$750;$850;;1;;
106;2;2;;250;1;$850;$950;;1;;
106;2;2;;500;1;$950;$1.050;;1;;
106;1;1;;1000;1;$1.000;$1.100;;0;;
107;2;2;;60;1;$600;$650;450;0;120;6
107;2;2;;100;1;$700;$750;550;0;200;6
107;2;2;;250;1;$800;$850;650;0;500;6
107;2;2;;500;1;$900;$950;750;0;1000;6
107;3;0;;60;1;$450;$500;300;0;120;6
107;3;0;;100;1;$550;$600;400;0;200;6
107;3;0;;250;1;$650;$700;500;0;500;6
107;3;0;;500;1;$750;$800;600;0;1000;6
107;3;0;;60;1;$500;$600;0;1;;
107;3;0;;100;1;$600;$700;0;1;;
107;3;0;;250;1;$700;$800;0;1;;
107;3;0;;500;1;$800;$900;0;1;;
107;2;2;;60;1;$650;$750;;1;;
107;2;2;;100;1;$750;$850;;1;;
107;2;2;;250;1;$850;$950;;1;;
107;2;2;;500;1;$950;$1.050;;1;;
107;1;1;;1000;1;$1.000;$1.100;;0;;
108;2;2;;60;1;$600;$650;450;0;120;6
108;2;2;;100;1;$700;$750;550;0;200;6
108;2;2;;250;1;$800;$850;650;0;500;6
108;2;2;;500;1;$900;$950;750;0;1000;6
108;3;0;;60;1;$450;$500;300;0;120;6
108;3;0;;100;1;$550;$600;400;0;200;6
108;3;0;;250;1;$650;$700;500;0;500;6
108;3;0;;500;1;$750;$800;600;0;1000;6
108;3;0;;60;1;$500;$600;0;1;;
108;3;0;;100;1;$600;$700;0;1;;
108;3;0;;250;1;$700;$800;0;1;;
108;3;0;;500;1;$800;$900;0;1;;
108;2;2;;60;1;$650;$750;;1;;
108;2;2;;100;1;$750;$850;;1;;
108;2;2;;250;1;$850;$950;;1;;
108;2;2;;500;1;$950;$1.050;;1;;
108;1;1;;1000;1;$1.000;$1.100;;0;;
109;2;2;;60;1;$600;$650;450;0;120;6
109;2;2;;100;1;$700;$750;550;0;200;6
109;2;2;;250;1;$800;$850;650;0;500;6
109;2;2;;500;1;$900;$950;750;0;1000;6
109;3;0;;60;1;$450;$500;300;0;120;6
109;3;0;;100;1;$550;$600;400;0;200;6
109;3;0;;250;1;$650;$700;500;0;500;6
109;3;0;;500;1;$750;$800;600;0;1000;6
109;3;0;;60;1;$500;$600;0;1;;
109;3;0;;100;1;$600;$700;0;1;;
109;3;0;;250;1;$700;$800;0;1;;
109;3;0;;500;1;$800;$900;0;1;;
109;2;2;;60;1;$650;$750;;1;;
109;2;2;;100;1;$750;$850;;1;;
109;2;2;;250;1;$850;$950;;1;;
109;2;2;;500;1;$950;$1.050;;1;;
109;1;1;;1000;1;$1.000;$1.100;;0;;
110;2;2;;60;1;$600;$650;450;0;120;6
110;2;2;;100;1;$700;$750;550;0;200;6
110;2;2;;250;1;$800;$850;650;0;500;6
110;2;2;;500;1;$900;$950;750;0;1000;6
110;3;0;;60;1;$450;$500;300;0;120;6
110;3;0;;100;1;$550;$600;400;0;200;6
110;3;0;;250;1;$650;$700;500;0;500;6
110;3;0;;500;1;$750;$800;600;0;1000;6
110;3;0;;60;1;$500;$600;0;1;;
110;3;0;;100;1;$600;$700;0;1;;
110;3;0;;250;1;$700;$800;0;1;;
110;3;0;;500;1;$800;$900;0;1;;
110;2;2;;60;1;$650;$750;;1;;
110;2;2;;100;1;$750;$850;;1;;
110;2;2;;250;1;$850;$950;;1;;
110;2;2;;500;1;$950;$1.050;;1;;
110;1;1;;1000;1;$1.000;$1.100;;0;;
111;2;1;;60;1;$600;$650;450;0;120;6
111;2;1;;100;1;$700;$750;550;0;200;6
111;2;1;;250;1;$800;$850;650;0;500;6
111;2;1;;500;1;$900;$950;750;0;1000;6
111;3;0;;60;1;$450;$500;300;0;120;6
111;3;0;;100;1;$550;$600;400;0;200;6
111;3;0;;250;1;$650;$700;500;0;500;6
111;3;0;;500;1;$750;$800;600;0;1000;6
111;3;0;;60;1;$500;$600;0;1;;
111;3;0;;100;1;$600;$700;0;1;;
111;3;0;;250;1;$700;$800;0;1;;
111;3;0;;500;1;$800;$900;0;1;;
111;2;1;;60;1;$650;$750;;1;;
111;2;1;;100;1;$750;$850;;1;;
111;2;1;;250;1;$850;$950;;1;;
111;2;1;;500;1;$950;$1.050;;1;;
111;1;1;;1000;1;$1.000;$1.100;;0;;
112;2;1;;60;1;$600;$650;450;0;120;6
112;2;1;;100;1;$700;$750;550;0;200;6
112;2;1;;250;1;$800;$850;650;0;500;6
112;2;1;;500;1;$900;$950;750;0;1000;6
112;3;0;;60;1;$450;$500;300;0;120;6
112;3;0;;100;1;$550;$600;400;0;200;6
112;3;0;;250;1;$650;$700;500;0;500;6
112;3;0;;500;1;$750;$800;600;0;1000;6
112;3;0;;60;1;$500;$600;0;1;;
112;3;0;;100;1;$600;$700;0;1;;
112;3;0;;250;1;$700;$800;0;1;;
112;3;0;;500;1;$800;$900;0;1;;
112;2;1;;60;1;$650;$750;;1;;
112;2;1;;100;1;$750;$850;;1;;
112;2;1;;250;1;$850;$950;;1;;
112;2;1;;500;1;$950;$1.050;;1;;
112;1;1;;1000;1;$1.000;$1.100;;0;;
113;3;0;;60;1;$500;$600;0;1;;
113;2;1;;60;1;$650;$700;;0;;
113;3;0;;60;1;$450;$500;300;0;120;6
113;2;1;;60;1;$550;$600;400;0;120;6
114;2;2;;60;1;$550;$600;400;0;120;6
114;3;0;;60;1;$450;$500;300;0;120;6
115;2;2;;60;1;$550;$600;400;0;120;6
115;3;0;;60;1;$450;$500;300;0;120;6
116;2;1;;60;1;$600;$650;450;0;120;6
116;2;1;;100;1;$650;$700;550;0;200;6
116;2;1;;250;1;$750;$800;650;0;500;6
116;3;0;;60;1;$450;$500;300;0;120;6
116;3;0;;100;1;$550;$600;400;0;200;6
116;3;0;;250;1;$650;$700;500;0;500;6
117;2;1;;60;1;$600;$650;450;0;120;6
117;2;1;;100;1;$650;$700;550;0;200;6
117;2;1;;250;1;$750;$800;650;0;500;6
117;3;0;;60;1;$450;$500;300;0;120;6
117;3;0;;100;1;$550;$600;400;0;200;6
117;3;0;;250;1;$650;$700;500;0;500;6
118;2;2;;60;1;$600;$650;450;0;120;6
118;2;2;;100;1;$700;$750;550;0;200;6
118;2;2;;250;1;$800;$850;650;0;500;6
118;2;2;;500;1;$900;$950;750;0;1000;6
118;3;0;;60;1;$450;$500;300;0;120;6
118;3;0;;100;1;$550;$600;400;0;200;6
118;3;0;;250;1;$650;$700;500;0;500;6
118;3;0;;500;1;$750;$800;600;0;1000;6
118;3;0;;60;1;$500;$600;0;1;;
118;3;0;;100;1;$600;$700;0;1;;
118;3;0;;250;1;$700;$800;0;1;;
118;3;0;;500;1;$800;$900;0;1;;
118;2;2;;60;1;$650;$750;;1;;
118;2;2;;100;1;$750;$850;;1;;
118;2;2;;250;1;$850;$950;;1;;
118;2;2;;500;1;$950;$1.050;;1;;
118;1;1;;1000;1;$1.000;$1.100;;0;;
119;2;1;;60;1;$600;$650;450;0;120;6
119;2;1;;100;1;$700;$750;550;0;200;6
119;2;1;;250;1;$800;$850;650;0;500;6
119;2;1;;500;1;$900;$950;750;0;1000;6
119;3;0;;60;1;$450;$500;300;0;120;6
119;3;0;;100;1;$550;$600;400;0;200;6
119;3;0;;250;1;$650;$700;500;0;500;6
119;3;0;;500;1;$750;$800;600;0;1000;6
119;3;0;;60;1;$500;$600;0;1;;
119;3;0;;100;1;$600;$700;0;1;;
119;3;0;;250;1;$700;$800;0;1;;
119;3;0;;500;1;$800;$900;0;1;;
119;2;1;;60;1;$650;$750;;1;;
119;2;1;;100;1;$750;$850;;1;;
119;2;1;;250;1;$850;$950;;1;;
119;2;1;;500;1;$950;$1.050;;1;;
119;1;1;;1000;1;$1.000;$1.100;;0;;
120;3;0;;60;1;$450;$500;300;0;120;6
120;2;1;;60;1;$550;$600;400;0;120;6
121;3;0;;60;1;$450;$500;300;0;120;6
121;2;1;;60;1;$550;$600;400;0;120;6
122;2;1;;60;1;$600;$650;450;0;120;6
122;2;1;;100;1;$700;$750;550;0;200;6
122;2;1;;250;1;$800;$850;650;0;500;6
122;3;0;;60;1;$450;$500;300;0;120;6
122;3;0;;100;1;$550;$600;400;0;200;6
122;3;0;;250;1;$650;$700;500;0;500;6
123;3;0;;60;1;$450;$500;300;0;120;6
123;2;1;;60;1;$550;$600;400;0;120;6
124;2;1;;60;1;$600;$650;450;0;120;6
124;2;1;;100;1;$700;$750;550;0;200;6
124;2;1;;250;1;$800;$850;650;0;500;6
124;2;1;;500;1;$900;$950;750;0;1000;6
124;3;0;;60;1;$450;$500;300;0;120;6
124;3;0;;100;1;$550;$600;400;0;200;6
124;3;0;;250;1;$650;$700;500;0;500;6
124;3;0;;500;1;$750;$800;600;0;1000;6
124;3;0;;60;1;$500;$600;0;1;;
124;3;0;;100;1;$600;$700;0;1;;
124;3;0;;250;1;$700;$800;0;1;;
124;3;0;;500;1;$800;$900;0;1;;
124;2;1;;60;1;$650;$750;;1;;
124;2;1;;100;1;$750;$850;;1;;
124;2;1;;250;1;$850;$950;;1;;
124;2;1;;500;1;$950;$1.050;;1;;
124;1;1;;1000;1;$1.000;$1.100;;0;;
125;3;0;;60;1;$450;$500;300;0;120;6
125;2;1;;60;1;$550;$600;400;0;120;6
126;3;0;;60;1;$450;$500;300;0;120;6
126;2;1;;60;1;$550;$600;400;0;120;6
127;3;0;;60;1;$450;$500;300;0;120;6
127;2;1;;60;1;$550;$600;400;0;120;6
128;3;0;;60;1;$450;$500;300;0;120;6
128;2;2;;60;1;$550;$600;400;0;120;6
129;3;0;;60;1;$450;$500;300;0;120;6
129;2;2;;60;1;$550;$600;400;0;120;6
130;2;2;;60;1;$600;$650;450;0;120;6
130;2;2;;100;1;$700;$750;550;0;200;6
130;2;2;;250;1;$800;$850;650;0;500;6
130;2;2;;500;1;$900;$950;750;0;1000;6
130;3;0;;60;1;$450;$500;300;0;120;6
130;3;0;;100;1;$550;$600;400;0;200;6
130;3;0;;250;1;$650;$700;500;0;500;6
130;3;0;;500;1;$750;$800;600;0;1000;6
130;3;0;;60;1;$500;$600;0;1;;
130;3;0;;100;1;$600;$700;0;1;;
130;3;0;;250;1;$700;$800;0;1;;
130;3;0;;500;1;$800;$900;0;1;;
130;2;2;;60;1;$650;$750;;1;;
130;2;2;;100;1;$750;$850;;1;;
130;2;2;;250;1;$850;$950;;1;;
130;2;2;;500;1;$950;$1.050;;1;;
130;1;1;;1000;1;$1.000;$1.100;;0;;
131;3;0;;60;1;$450;$500;300;0;120;6
131;2;1;;60;1;$550;$600;400;0;120;6
132;3;0;;60;1;$450;$500;300;0;120;6
132;2;1;;60;1;$550;$600;400;0;120;6
133;3;0;;60;1;$450;$500;300;0;120;6
133;2;2;;60;1;$550;$600;400;0;120;6
134;3;0;;60;1;$450;$500;300;0;120;6
134;2;1;;60;1;$550;$600;400;0;120;6
135;3;0;;60;1;$450;$500;300;0;120;6
135;2;1;;60;1;$550;$600;400;0;120;6
136;3;0;;60;1;$450;$500;300;0;120;6
136;2;1;;60;1;$550;$600;400;0;120;6
137;3;0;;60;1;$450;$500;300;0;120;6
137;2;1;;60;1;$550;$600;400;0;120;6
138;3;0;;60;1;$450;$500;300;0;120;6
138;2;1;;60;1;$550;$600;400;0;120;6
139;3;0;;60;1;$450;$500;300;0;120;6
139;2;1;;60;1;$550;$600;400;0;120;6
140;3;0;;60;1;$450;$500;300;0;120;6
140;2;1;;60;1;$550;$600;400;0;120;6
141;3;0;;60;1;$450;$500;300;0;120;6
141;2;1;;60;1;$550;$600;400;0;120;6
142;3;0;;60;1;$450;$500;300;0;120;6
142;2;1;;60;1;$550;$600;400;0;120;6
143;3;0;;60;1;$450;$500;300;0;120;6
143;2;1;;60;1;$550;$600;400;0;120;6
144;3;0;;60;1;$450;$500;300;0;120;6
144;2;1;;60;1;$550;$600;400;0;120;6
145;3;0;;60;1;$450;$500;300;0;120;6
145;2;1;;60;1;$550;$600;400;0;120;6
146;3;0;;60;1;$450;$500;300;0;120;6
146;2;1;;60;1;$550;$600;400;0;120;6
147;3;0;;60;1;$450;$500;300;0;120;6
147;2;1;;60;1;$550;$600;400;0;120;6
148;3;0;;60;1;$450;$500;300;0;120;6
148;2;1;;60;1;$550;$600;400;0;120;6
149;3;0;;60;1;$450;$500;300;0;120;6
149;2;1;;60;1;$550;$600;400;0;120;6
150;3;0;;60;1;$450;$500;300;0;120;6
150;2;1;;60;1;$550;$600;400;0;120;6
151;3;0;;100;1;$550;$600;0;0;;
151;2;1;;100;1;$650;$700;;0;;
152;3;0;;60;1;$450;$500;300;0;120;6
152;2;1;;60;1;$550;$600;400;0;120;6
153;3;0;;60;1;$450;$500;300;0;120;6
153;2;1;;60;1;$550;$600;400;0;120;6
154;3;0;;60;1;$450;$500;300;0;120;6
154;2;1;;60;1;$550;$600;400;0;120;6
156;3;0;;60;1;$450;$500;300;0;120;6
156;2;1;;60;1;$550;$600;400;0;120;6
157;3;0;;60;1;$450;$500;300;0;120;6
157;2;1;;60;1;$550;$600;400;0;120;6
158;3;0;;60;1;$450;$500;300;0;120;6
158;2;2;;60;1;$550;$600;400;0;120;6
159;3;0;;60;1;$450;$500;300;0;120;6
159;2;2;;60;1;$550;$600;400;0;120;6
160;3;0;;60;1;$450;$500;300;0;120;6
160;2;2;;60;1;$550;$600;400;0;120;6
161;3;0;;60;1;$450;$500;300;0;120;6
161;2;1;;60;1;$550;$600;400;0;120;6
162;3;0;;60;1;$450;$500;300;0;120;6
162;2;1;;60;1;$550;$600;400;0;120;6
163;3;0;;60;1;$450;$500;300;0;120;6
163;2;1;;60;1;$550;$600;400;0;120;6
164;3;0;;60;1;$450;$500;300;0;120;6
164;2;2;;60;1;$550;$600;400;0;120;6
165;3;0;;60;1;$450;$500;300;0;120;6
