idSucursal;idTipoPaquete;idServicioCable;fibraOptica;velocidadInternet;telefonia;precioPromoPaquete;precioNormalPaquete;tarifaPromocional;simetria;velocidadPromo;tiempoVelocidadPromo
325;1;1;;1000;1;$1.000;$1.100;;0;;
326;3;0;;60;1;$450;$500;300;0;120;6
326;2;2;;60;1;$550;$600;400;0;120;6
327;3;0;;60;1;$450;$500;300;0;120;6
327;2;2;;60;1;$550;$600;400;0;120;6
328;3;0;;60;1;$450;$500;300;0;120;6
328;2;1;;60;1;$550;$600;400;0;120;6
329;3;0;;60;1;$450;$500;300;0;120;6
329;2;1;;60;1;$550;$600;400;0;120;6
330;2;2;;60;1;$600;$650;450;0;120;6
330;2;2;;100;1;$700;$750;550;0;200;6
330;2;2;;250;1;$800;$850;650;0;500;6
330;2;2;;500;1;$900;$950;750;0;1000;6
330;3;0;;60;1;$450;$500;300;0;120;6
330;3;0;;100;1;$550;$600;400;0;200;6
330;3;0;;250;1;$650;$700;500;0;500;6
330;3;0;;500;1;$750;$800;600;0;1000;6
330;3;0;;60;1;$500;$600;0;1;;
330;3;0;;100;1;$600;$700;0;1;;
330;3;0;;250;1;$700;$800;0;1;;
330;3;0;;500;1;$800;$900;0;1;;
330;2;2;;60;1;$650;$750;;1;;
330;2;2;;100;1;$750;$850;;1;;
330;2;2;;250;1;$850;$950;;1;;
330;2;2;;500;1;$950;$1.050;;1;;
330;1;1;;1000;1;$1.000;$1.100;;0;;
331;3;0;;60;1;$450;$500;300;0;120;6
331;2;1;;60;1;$550;$600;400;0;120;6
332;3;0;;60;1;$450;$500;300;0;120;6
332;2;2;;60;1;$550;$600;400;0;120;6
333;2;2;;60;1;$600;$650;450;0;120;6
333;2;2;;100;1;$700;$750;550;0;200;6
333;2;2;;250;1;$800;$850;650;0;500;6
333;2;2;;500;1;$900;$950;750;0;1000;6
333;3;0;;60;1;$450;$500;300;0;120;6
333;3;0;;100;1;$550;$600;400;0;200;6
333;3;0;;250;1;$650;$700;500;0;500;6
333;3;0;;500;1;$750;$800;600;0;1000;6
333;3;0;;60;1;$500;$600;0;1;;
333;3;0;;100;1;$600;$700;0;1;;
333;3;0;;250;1;$700;$800;0;1;;
333;3;0;;500;1;$800;$900;0;1;;
333;2;2;;60;1;$650;$750;;1;;
333;2;2;;100;1;$750;$850;;1;;
333;2;2;;250;1;$850;$950;;1;;
333;2;2;;500;1;$950;$1.050;;1;;
333;1;1;;1000;1;$1.000;$1.100;;0;;
334;2;2;;60;1;$600;$650;450;0;120;6
334;2;2;;100;1;$700;$750;550;0;200;6
334;2;2;;250;1;$800;$850;650;0;500;6
334;2;2;;500;1;$900;$950;750;0;1000;6
334;3;0;;60;1;$450;$500;300;0;120;6
334;3;0;;100;1;$550;$600;400;0;200;6
334;3;0;;250;1;$650;$700;500;0;500;6
334;3;0;;500;1;$750;$800;600;0;1000;6
334;3;0;;60;1;$500;$600;0;1;;
334;3;0;;100;1;$600;$700;0;1;;
334;3;0;;250;1;$700;$800;0;1;;
334;3;0;;500;1;$800;$900;0;1;;
334;1;1;;1000;1;$1.000;$1.100;;0;;
335;3;0;;60;1;$450;$500;300;0;120;6
335;2;1;;60;1;$550;$600;400;0;120;6
336;3;0;;60;1;$450;$500;300;0;120;6
336;2;1;;60;1;$550;$600;400;0;120;6
337;2;2;;60;1;$600;$650;450;0;120;6
337;2;2;;100;1;$700;$750;550;0;200;6
337;2;2;;250;1;$800;$850;650;0;500;6
337;2;2;;500;1;$900;$950;750;0;1000;6
337;3;0;;60;1;$450;$500;300;0;120;6
337;3;0;;100;1;$550;$600;400;0;200;6
337;3;0;;250;1;$650;$700;500;0;500;6
337;3;0;;500;1;$750;$800;600;0;1000;6
337;3;0;;60;1;$500;$600;0;1;;
337;3;0;;100;1;$600;$700;0;1;;
337;3;0;;250;1;$700;$800;0;1;;
337;3;0;;500;1;$800;$900;0;1;;
337;2;2;;60;1;$650;$750;;1;;
337;2;2;;100;1;$750;$850;;1;;
337;2;2;;250;1;$850;$950;;1;;
337;2;2;;500;1;$950;$1.050;;1;;
337;1;1;;1000;1;$1.000;$1.100;;0;;
338;3;0;;60;1;$450;$500;300;0;120;6
338;2;1;;60;1;$550;$600;400;0;120;6
339;2;1;;60;1;$600;$650;450;0;120;6
339;2;1;;100;1;$700;$750;550;0;200;6
339;2;1;;250;1;$800;$850;650;0;500;6
339;3;0;;60;1;$450;$500;300;0;120;6
339;3;0;;100;1;$550;$600;400;0;200;6
339;3;0;;250;1;$650;$700;500;0;500;6
340;3;0;;60;1;$500;$600;0;1;;
340;2;2;;60;1;$650;$700;;0;;
340;3;0;;60;1;$450;$500;300;0;120;6
340;2;2;;60;1;$550;$600;400;0;120;6
341;3;0;;60;1;$450;$500;300;0;120;6
341;2;1;;60;1;$550;$600;400;0;120;6
342;3;0;;60;1;$450;$500;300;0;120;6
342;2;2;;60;1;$550;$600;400;0;120;6
343;3;0;;60;1;$450;$500;300;0;120;6
343;2;1;;60;1;$550;$600;400;0;120;6
344;3;0;;60;1;$450;$500;300;0;120;6
344;2;1;;60;1;$550;$600;400;0;120;6
345;3;0;;60;1;$450;$500;300;0;120;6
345;2;2;;60;1;$550;$600;400;0;120;6
346;3;0;;60;1;$450;$500;300;0;120;6
346;2;2;;60;1;$550;$600;400;0;120;6
347;3;0;;60;1;$450;$500;300;0;120;6
347;2;2;;60;1;$550;$600;400;0;120;6
348;2;2;;60;1;$600;$650;450;0;120;6
348;2;2;;100;1;$650;$700;550;0;200;6
348;2;2;;250;1;$750;$800;650;0;500;6
348;3;0;;60;1;$450;$500;300;0;120;6
348;3;0;;100;1;$550;$600;400;0;200;6
348;3;0;;250;1;$650;$700;500;0;500;6
349;3;0;;60;1;$450;$500;300;0;120;6
349;2;1;;60;1;$550;$600;400;0;120;6
350;3;0;;60;1;$450;$500;300;0;120;6
350;2;1;;60;1;$550;$600;400;0;120;6
351;3;0;;60;1;$450;$500;300;0;120;6
351;2;1;;60;1;$550;$600;400;0;120;6
352;2;2;;60;1;$600;$650;450;0;120;6
352;2;2;;100;1;$700;$750;550;0;200;6
352;2;2;;250;1;$800;$850;650;0;500;6
352;3;0;;60;1;$450;$500;300;0;120;6
352;3;0;;100;1;$550;$600;400;0;200;6
352;3;0;;250;1;$650;$700;500;0;500;6
353;3;0;;60;1;$450;$500;300;0;120;6
353;2;1;;60;1;$550;$600;400;0;120;6
354;3;0;;60;1;$450;$500;300;0;120;6
354;2;1;;60;1;$550;$600;400;0;120;6
355;3;0;;60;1;$450;$500;300;0;120;6
355;2;1;;60;1;$550;$600;400;0;120;6
356;3;0;;60;1;$450;$500;300;0;120;6
356;2;1;;60;1;$550;$600;400;0;120;6
357;3;0;;60;1;$450;$500;300;0;120;6
357;2;1;;60;1;$550;$600;400;0;120;6
358;3;0;;60;1;$450;$500;300;0;120;6
358;2;1;;60;1;$550;$600;400;0;120;6
359;3;0;;60;1;$450;$500;300;0;120;6
359;2;2;;60;1;$550;$600;400;0;120;6
379;2;2;;60;1;$600;$650;450;0;120;6
379;2;2;;100;1;$700;$750;550;0;200;6
379;2;2;;250;1;$800;$850;650;0;500;6
379;2;2;;500;1;$900;$950;750;0;1000;6
379;3;0;;60;1;$450;$500;300;0;120;6
379;3;0;;100;1;$550;$600;400;0;200;6
379;3;0;;250;1;$650;$700;500;0;500;6
379;3;0;;500;1;$750;$800;600;0;1000;6
379;3;0;;60;1;$500;$600;0;1;;
379;3;0;;100;1;$600;$700;0;1;;
379;3;0;;250;1;$700;$800;0;1;;
379;3;0;;500;1;$800;$900;0;1;;
379;2;2;;60;1;$650;$750;;1;;
379;2;2;;100;1;$750;$850;;1;;
379;2;2;;250;1;$850;$950;;1;;
379;2;2;;500;1;$950;$1.050;;1;;
379;1;1;;1000;1;$1.000;$1.100;;0;;
380;3;0;;60;1;$450;$500;300;0;120;6
380;2;1;;60;1;$550;$600;400;0;120;6
381;3;0;;60;1;$450;$500;300;0;120;6
381;2;1;;60;1;$550;$600;400;0;120;6
382;3;0;;60;1;$450;$500;300;0;120;6
382;2;1;;60;1;$550;$600;400;0;120;6
383;3;0;;60;1;$450;$500;300;0;120;6
383;2;1;;60;1;$550;$600;400;0;120;6
384;3;0;;60;1;$450;$500;300;0;120;6
384;2;1;;60;1;$550;$600;400;0;120;6
385;3;0;;60;1;$450;$500;300;0;120;6
385;2;1;;60;1;$550;$600;400;0;120;6
386;3;0;;60;1;$450;$500;300;0;120;6
386;2;1;;60;1;$550;$600;400;0;120;6
387;3;0;;60;1;$450;$500;300;0;120;6
387;2;1;;60;1;$550;$600;400;0;120;6
388;3;0;;60;1;$450;$500;300;0;120;6
388;2;1;;60;1;$550;$600;400;0;120;6
389;3;0;;60;1;$500;$600;0;1;;
389;2;1;;60;1;$650;$700;;0;;
389;3;0;;60;1;$450;$500;300;0;120;6
389;2;1;;60;1;$550;$600;400;0;120;6
390;3;0;;60;1;$450;$500;300;0;120;6
390;2;1;;60;1;$550;$600;400;0;120;6
391;3;0;;60;1;$450;$500;300;0;120;6
391;2;1;;60;1;$550;$600;400;0;120;6
392;3;0;;60;1;$450;$500;300;0;120;6
392;2;1;;60;1;$550;$600;400;0;120;6
393;3;0;;60;1;$450;$500;300;0;120;6
393;2;1;;60;1;$550;$600;400;0;120;6
394;3;0;;60;1;$450;$500;300;0;120;6
394;2;1;;60;1;$550;$600;400;0;120;6
395;3;0;;60;1;$450;$500;300;0;120;6
395;2;1;;60;1;$550;$600;400;0;120;6
396;3;0;;60;1;$450;$500;300;0;120;6
396;2;1;;60;1;$550;$600;400;0;120;6
397;3;0;;60;1;$450;$500;300;0;120;6
397;2;1;;60;1;$550;$600;400;0;120;6
398;3;0;;60;1;$450;$500;300;0;120;6
398;2;1;;60;1;$550;$600;400;0;120;6
399;2;2;;60;1;$600;$650;450;0;120;6
399;2;2;;100;1;$700;$750;550;0;200;6
399;2;2;;250;1;$800;$850;650;0;500;6
399;2;2;;500;1;$900;$950;750;0;1000;6
399;3;0;;60;1;$450;$500;300;0;120;6
399;3;0;;100;1;$550;$600;400;0;200;6
399;3;0;;250;1;$650;$700;500;0;500;6
399;3;0;;500;1;$750;$800;600;0;1000;6
399;3;0;;60;1;$500;$600;0;1;;
399;3;0;;100;1;$600;$700;0;1;;
399;3;0;;250;1;$700;$800;0;1;;
399;3;0;;500;1;$800;$900;0;1;;
399;2;2;;60;1;$650;$750;;1;;
399;2;2;;100;1;$750;$850;;1;;
399;2;2;;250;1;$850;$950;;1;;
399;2;2;;500;1;$950;$1.050;;1;;
399;1;1;;1000;1;$1.000;$1.100;;0;;
400;2;2;;60;1;$600;$650;450;0;120;6
400;2;2;;100;1;$700;$750;550;0;200;6
400;2;2;;250;1;$800;$850;650;0;500;6
400;2;2;;500;1;$900;$950;750;0;1000;6
400;3;0;;60;1;$450;$500;300;0;120;6
400;3;0;;100;1;$550;$600;400;0;200;6
400;3;0;;250;1;$650;$700;500;0;500;6
400;3;0;;500;1;$750;$800;600;0;1000;6
400;3;0;;60;1;$500;$600;0;1;;
400;3;0;;100;1;$600;$700;0;1;;
400;3;0;;250;1;$700;$800;0;1;;
400;3;0;;500;1;$800;$900;0;1;;
400;2;2;;60;1;$650;$750;;1;;
400;2;2;;100;1;$750;$850;;1;;
400;2;2;;250;1;$850;$950;;1;;
400;2;2;;500;1;$950;$1.050;;1;;
400;1;1;;1000;1;$1.000;$1.100;;0;;
401;2;2;;60;1;$600;$650;450;0;120;6
401;2;2;;100;1;$700;$750;550;0;200;6
401;2;2;;250;1;$800;$850;650;0;500;6
401;2;2;;500;1;$900;$950;750;0;1000;6
401;3;0;;60;1;$450;$500;300;0;120;6
401;3;0;;100;1;$550;$600;400;0;200;6
401;3;0;;250;1;$650;$700;500;0;500;6
401;3;0;;500;1;$750;$800;600;0;1000;6
401;3;0;;60;1;$500;$600;0;1;;
401;3;0;;100;1;$600;$700;0;1;;
401;3;0;;250;1;$700;$800;0;1;;
401;3;0;;500;1;$800;$900;0;1;;
401;2;2;;60;1;$650;$750;;1;;
401;2;2;;100;1;$750;$850;;1;;
401;2;2;;250;1;$850;$950;;1;;
401;2;2;;500;1;$950;$1.050;;1;;
401;1;1;;1000;1;$1.000;$1.100;;0;;
402;2;2;;60;1;$600;$650;450;0;120;6
402;2;2;;100;1;$700;$750;550;0;200;6
402;2;2;;250;1;$800;$850;650;0;500;6
402;2;2;;500;1;$900;$950;750;0;1000;6
402;3;0;;60;1;$450;$500;300;0;120;6
402;3;0;;100;1;$550;$600;400;0;200;6
402;3;0;;250;1;$650;$700;500;0;500;6
402;3;0;;500;1;$750;$800;600;0;1000;6
402;3;0;;60;1;$500;$600;0;1;;
402;3;0;;100;1;$600;$700;0;1;;
402;3;0;;250;1;$700;$800;0;1;;
402;3;0;;500;1;$800;$900;0;1;;
402;2;2;;60;1;$650;$750;;1;;
402;2;2;;100;1;$750;$850;;1;;
402;2;2;;250;1;$850;$950;;1;;
402;2;2;;500;1;$950;$1.050;;1;;
402;1;1;;1000;1;$1.000;$1.100;;0;;
403;2;2;;60;1;$600;$650;450;0;120;6
403;2;2;;100;1;$700;$750;550;0;200;6
403;2;2;;250;1;$800;$850;650;0;500;6
403;2;2;;500;1;$900;$950;750;0;1000;6
403;3;0;;60;1;$450;$500;300;0;120;6
403;3;0;;100;1;$550;$600;400;0;200;6
403;3;0;;250;1;$650;$700;500;0;500;6
403;3;0;;500;1;$750;$800;600;0;1000;6
403;3;0;;60;1;$500;$600;0;1;;
403;3;0;;100;1;$600;$700;0;1;;
403;3;0;;250;1;$700;$800;0;1;;
403;3;0;;500;1;$800;$900;0;1;;
403;2;2;;60;1;$650;$750;;1;;
403;2;2;;100;1;$750;$850;;1;;
403;2;2;;250;1;$850;$950;;1;;
403;2;2;;500;1;$950;$1.050;;1;;
403;1;1;;1000;1;$1.000;$1.100;;0;;
404;2;2;;60;1;$600;$650;450;0;120;6
404;2;2;;100;1;$700;$750;550;0;200;6
404;2;2;;250;1;$800;$850;650;0;500;6
404;2;2;;500;1;$900;$950;750;0;1000;6
404;3;0;;60;1;$450;$500;300;0;120;6
404;3;0;;100;1;$550;$600;400;0;200;6
404;3;0;;250;1;$650;$700;500;0;500;6
404;3;0;;500;1;$750;$800;600;0;1000;6
404;3;0;;60;1;$500;$600;0;1;;
404;3;0;;100;1;$600;$700;0;1;;
404;3;0;;250;1;$700;$800;0;1;;
404;3;0;;500;1;$800;$900;0;1;;
404;2;2;;60;1;$650;$750;;1;;
404;2;2;;100;1;$750;$850;;1;;
404;2;2;;250;1;$850;$950;;1;;
404;2;2;;500;1;$950;$1.050;;1;;
404;1;1;;1000;1;$1.000;$1.100;;0;;
405;2;2;;60;1;$600;$650;450;0;120;6
405;2;2;;100;1;$700;$750;550;0;200;6
405;2;2;;250;1;$800;$850;650;0;500;6
405;2;2;;500;1;$900;$950;750;0;1000;6
405;3;0;;60;1;$450;$500;300;0;120;6
405;3;0;;100;1;$550;$600;400;0;200;6
405;3;0;;250;1;$650;$700;500;0;500;6
405;3;0;;500;1;$750;$800;600;0;1000;6
405;3;0;;60;1;$500;$600;0;1;;
405;3;0;;100;1;$600;$700;0;1;;
405;3;0;;250;1;$700;$800;0;1;;
405;3;0;;500;1;$800;$900;0;1;;
405;2;2;;60;1;$650;$750;;1;;
405;2;2;;100;1;$750;$850;;1;;
405;2;2;;250;1;$850;$950;;1;;
405;2;2;;500;1;$950;$1.050;;1;;
405;1;1;;1000;1;$1.000;$1.100;;0;;
406;2;2;;60;1;$600;$650;450;0;120;6
406;2;2;;100;1;$700;$750;550;0;200;6
406;2;2;;250;1;$800;$850;650;0;500;6
406;2;2;;500;1;$900;$950;750;0;1000;6
406;3;0;;60;1;$450;$500;300;0;120;6
406;3;0;;100;1;$550;$600;400;0;200;6
406;3;0;;250;1;$650;$700;500;0;500;6
406;3;0;;500;1;$750;$800;600;0;1000;6
406;3;0;;60;1;$500;$600;0;1;;
406;3;0;;100;1;$600;$700;0;1;;
406;3;0;;250;1;$700;$800;0;1;;
406;3;0;;500;1;$800;$900;0;1;;
406;2;2;;60;1;$650;$750;;1;;
406;2;2;;100;1;$750;$850;;1;;
406;2;2;;250;1;$850;$950;;1;;
406;2;2;;500;1;$950;$1.050;;1;;
406;1;1;;1000;1;$1.000;$1.100;;0;;
407;2;2;;60;1;$600;$650;450;0;120;6
407;2;2;;100;1;$700;$750;550;0;200;6
407;2;2;;250;1;$800;$850;650;0;500;6
407;2;2;;500;1;$900;$950;750;0;1000;6
407;3;0;;60;1;$450;$500;300;0;120;6
407;3;0;;100;1;$550;$600;400;0;200;6
407;3;0;;250;1;$650;$700;500;0;500;6
407;3;0;;500;1;$750;$800;600;0;1000;6
407;3;0;;60;1;$500;$600;0;1;;
407;3;0;;100;1;$600;$700;0;1;;
407;3;0;;250;1;$700;$800;0;1;;
407;3;0;;500;1;$800;$900;0;1;;
407;2;2;;60;1;$650;$750;;1;;
407;2;2;;100;1;$750;$850;;1;;
407;2;2;;250;1;$850;$950;;1;;
407;2;2;;500;1;$950;$1.050;;1;;
407;1;1;;1000;1;$1.000;$1.100;;0;;
408;2;1;;60;1;$600;$650;450;0;120;6
408;2;1;;100;1;$700;$750;550;0;200;6
408;2;1;;250;1;$800;$850;650;0;500;6
408;2;1;;500;1;$900;$950;750;0;1000;6
408;3;0;;60;1;$450;$500;300;0;120;6
408;3;0;;100;1;$550;$600;400;0;200;6
408;3;0;;250;1;$650;$700;500;0;500;6
408;3;0;;500;1;$750;$800;600;0;1000;6
408;3;0;;60;1;$500;$600;0;1;;
408;3;0;;100;1;$600;$700;0;1;;
408;3;0;;250;1;$700;$800;0;1;;
408;3;0;;500;1;$800;$900;0;1;;
408;2;1;;60;1;$700;$750;;1;;
408;2;1;;100;1;$800;$850;;1;;
408;2;1;;250;1;$900;$950;;1;;
408;2;1;;500;1;$1.000;$1.050;;1;;
409;2;1;;60;1;$600;$650;450;0;120;6
409;2;1;;100;1;$700;$750;550;0;200;6
409;2;1;;250;1;$800;$850;650;0;500;6
409;2;1;;500;1;$900;$950;750;0;1000;6
409;3;0;;60;1;$450;$500;300;0;120;6
409;3;0;;100;1;$550;$600;400;0;200;6
409;3;0;;250;1;$650;$700;500;0;500;6
409;3;0;;500;1;$750;$800;600;0;1000;6
409;3;0;;60;1;$500;$600;0;1;;
409;3;0;;100;1;$600;$700;0;1;;
409;3;0;;250;1;$700;$800;0;1;;
409;3;0;;500;1;$800;$900;0;1;;
409;2;1;;60;1;$700;$750;;1;;
409;2;1;;100;1;$800;$850;;1;;
409;2;1;;250;1;$900;$950;;1;;
409;2;1;;500;1;$1.000;$1.050;;1;;
410;2;2;;60;1;$600;$650;450;0;120;6
410;2;2;;100;1;$650;$700;550;0;200;6
410;2;2;;250;1;$750;$800;650;0;500;6
410;2;2;;500;1;$850;$900;750;0;1000;6
410;3;0;;60;1;$450;$500;300;0;120;6
410;3;0;;100;1;$550;$600;400;0;200;6
410;3;0;;250;1;$650;$700;500;0;500;6
410;3;0;;500;1;$750;$800;600;0;1000;6
410;3;0;;60;1;$500;$600;0;1;;
410;3;0;;100;1;$600;$700;0;1;;
410;3;0;;250;1;$700;$800;0;1;;
410;3;0;;500;1;$800;$900;0;1;;
410;2;2;;60;1;$650;$750;;1;;
411;3;0;;60;1;$450;$500;300;0;120;6
411;2;1;;60;1;$550;$600;400;0;120;6
412;3;0;;60;1;$450;$500;300;0;120;6
412;2;1;;60;1;$550;$600;400;0;120;6
413;3;0;;60;1;$500;$600;0;1;;
413;2;1;;60;1;$650;$700;;0;;
413;3;0;;60;1;$450;$500;300;0;120;6
413;2;1;;60;1;$550;$600;400;0;120;6
415;3;0;;60;1;$450;$500;300;0;120;6
415;2;1;;60;1;$550;$600;400;0;120;6
416;2;2;;60;1;$600;$650;450;0;120;6
416;2;2;;100;1;$700;$750;550;0;200;6
416;2;2;;250;1;$800;$850;650;0;500;6
416;2;2;;500;1;$900;$950;750;0;1000;6
416;3;0;;60;1;$450;$500;300;0;120;6
416;3;0;;100;1;$550;$600;400;0;200;6
416;3;0;;250;1;$650;$700;500;0;500;6
416;3;0;;500;1;$750;$800;600;0;1000;6
416;3;0;;60;1;$500;$600;0;1;;
416;3;0;;100;1;$600;$700;0;1;;
416;3;0;;250;1;$700;$800;0;1;;
416;3;0;;500;1;$800;$900;0;1;;
416;2;2;;60;1;$650;$750;;1;;
416;2;2;;100;1;$750;$850;;1;;
416;2;2;;250;1;$850;$950;;1;;
416;2;2;;500;1;$950;$1.050;;1;;
416;1;1;;1000;1;$1.000;$1.100;;0;;
417;2;2;;60;1;$600;$650;450;0;120;6
417;2;2;;100;1;$700;$750;550;0;200;6
417;2;2;;250;1;$800;$850;650;0;500;6
417;2;2;;500;1;$900;$950;750;0;1000;6
417;3;0;;60;1;$450;$500;300;0;120;6
417;3;0;;100;1;$550;$600;400;0;200;6
417;3;0;;250;1;$650;$700;500;0;500;6
417;3;0;;500;1;$750;$800;600;0;1000;6
417;3;0;;60;1;$500;$600;0;1;;
417;3;0;;100;1;$600;$700;0;1;;
417;3;0;;250;1;$700;$800;0;1;;
417;3;0;;500;1;$800;$900;0;1;;
417;2;2;;60;1;$650;$750;;1;;
417;2;2;;100;1;$750;$850;;1;;
417;2;2;;250;1;$850;$950;;1;;
417;2;2;;500;1;$950;$1.050;;1;;
417;1;1;;1000;1;$1.000;$1.100;;0;;
418;3;0;;60;1;$450;$500;300;0;120;6
418;2;2;;60;1;$550;$600;400;0;120;6
419;3;0;;60;1;$450;$500;300;0;120;6
419;2;1;;60;1;$550;$600;400;0;120;6
419;1;1;;1000;1;$1.000;$1.100;;0;;
420;3;0;;60;1;$450;$500;300;0;120;6
420;2;1;;60;1;$550;$600;400;0;120;6
420;1;1;;1000;1;$1.000;$1.100;;0;;
421;3;0;;60;1;$450;$500;300;0;120;6
421;2;1;;60;1;$550;$600;400;0;120;6
422;2;2;;60;1;$600;$650;450;0;120;6
422;2;2;;100;1;$700;$750;550;0;200;6
422;2;2;;250;1;$800;$850;650;0;500;6
422;2;2;;500;1;$900;$950;750;0;1000;6
422;3;0;;60;1;$450;$500;300;0;120;6
422;3;0;;100;1;$550;$600;400;0;200;6
422;3;0;;250;1;$650;$700;500;0;500;6
422;3;0;;500;1;$750;$800;600;0;1000;6
422;3;0;;60;1;$500;$600;0;1;;
422;3;0;;100;1;$600;$700;0;1;;
422;3;0;;250;1;$700;$800;0;1;;
422;3;0;;500;1;$800;$900;0;1;;
422;2;2;;60;1;$650;$750;;1;;
422;2;2;;100;1;$750;$850;;1;;
422;2;2;;250;1;$850;$950;;1;;
422;2;2;;500;1;$950;$1.050;;1;;
422;1;1;;1000;1;$1.000;$1.100;;0;;
423;2;2;;60;1;$600;$650;450;0;120;6
423;2;2;;100;1;$700;$750;550;0;200;6
423;2;2;;250;1;$800;$850;650;0;500;6
423;2;2;;500;1;$900;$950;750;0;1000;6
423;3;0;;60;1;$450;$500;300;0;120;6
423;3;0;;100;1;$550;$600;400;0;200;6
423;3;0;;250;1;$650;$700;500;0;500;6
423;3;0;;500;1;$750;$800;600;0;1000;6
423;3;0;;60;1;$500;$600;0;1;;
423;3;0;;100;1;$600;$700;0;1;;
423;3;0;;250;1;$700;$800;0;1;;
423;3;0;;500;1;$800;$900;0;1;;
423;2;2;;60;1;$650;$750;;1;;
423;2;2;;100;1;$750;$850;;1;;
423;2;2;;250;1;$850;$950;;1;;
423;2;2;;500;1;$950;$1.050;;1;;
423;1;1;;1000;1;$1.000;$1.100;;0;;
424;3;0;;60;1;$500;$600;0;1;;
424;2;2;;60;1;$650;$700;;0;;
424;3;0;;60;1;$450;$500;300;0;120;6
424;2;2;;60;1;$550;$600;400;0;120;6
424;1;1;;1000;1;$1.000;$1.100;;0;;
425;2;2;;60;1;$600;$650;450;0;120;6
425;2;2;;100;1;$700;$750;550;0;200;6
425;2;2;;250;1;$800;$850;650;0;500;6
425;2;2;;500;1;$900;$950;750;0;1000;6
425;3;0;;60;1;$450;$500;300;0;120;6
425;3;0;;100;1;$550;$600;400;0;200;6
425;3;0;;250;1;$650;$700;500;0;500;6
425;3;0;;500;1;$750;$800;600;0;1000;6
425;3;0;;60;1;$500;$600;0;1;;
425;3;0;;100;1;$600;$700;0;1;;
425;3;0;;250;1;$700;$800;0;1;;
425;3;0;;500;1;$800;$900;0;1;;
425;2;2;;60;1;$650;$750;;1;;
425;2;2;;100;1;$750;$850;;1;;
425;2;2;;250;1;$850;$950;;1;;
425;2;2;;500;1;$950;$1.050;;1;;
425;1;1;;1000;1;$1.000;$1.100;;0;;
426;2;2;;60;1;$600;$650;450;0;120;6
426;2;2;;100;1;$700;$750;550;0;200;6
426;2;2;;250;1;$800;$850;650;0;500;6
426;2;2;;500;1;$900;$950;750;0;1000;6
426;3;0;;60;1;$450;$500;300;0;120;6
426;3;0;;100;1;$550;$600;400;0;200;6
426;3;0;;250;1;$650;$700;500;0;500;6
426;3;0;;500;1;$750;$800;600;0;1000;6
426;3;0;;60;1;$500;$600;0;1;;
426;3;0;;100;1;$600;$700;0;1;;
426;3;0;;250;1;$700;$800;0;1;;
426;3;0;;500;1;$800;$900;0;1;;
426;2;2;;60;1;$650;$750;;1;;
426;2;2;;100;1;$750;$850;;1;;
426;2;2;;250;1;$850;$950;;1;;
426;2;2;;500;1;$950;$1.050;;1;;
426;1;1;;1000;1;$1.000;$1.100;;0;;
427;2;2;;60;1;$600;$650;450;0;120;6
427;2;2;;100;1;$700;$750;550;0;200;6
427;2;2;;250;1;$800;$850;650;0;500;6
427;2;2;;500;1;$900;$950;750;0;1000;6
427;3;0;;60;1;$450;$500;300;0;120;6
427;3;0;;100;1;$550;$600;400;0;200;6
427;3;0;;250;1;$650;$700;500;0;500;6
427;3;0;;500;1;$750;$800;600;0;1000;6
427;3;0;;60;1;$500;$600;0;1;;
427;3;0;;100;1;$600;$700;0;1;;
427;3;0;;250;1;$700;$800;0;1;;
427;3;0;;500;1;$800;$900;0;1;;
427;2;2;;60;1;$650;$750;;1;;
427;2;2;;100;1;$750;$850;;1;;
427;2;2;;250;1;$850;$950;;1;;
427;2;2;;500;1;$950;$1.050;;1;;
427;1;1;;1000;1;$1.000;$1.100;;0;;
428;2;2;;100;1;$700;$750;350;0;150;12
428;3;0;;60;1;$500;$600;0;1;;
428;2;2;;60;1;$650;$750;;1;;
428;3;0;;100;1;$550;$600;200;0;150;12
429;2;2;;100;1;$700;$750;350;0;150;12
429;3;0;;60;1;$500;$600;0;1;;
429;2;2;;60;1;$650;$750;;1;;
429;3;0;;100;1;$550;$600;200;0;150;12
430;2;2;;60;1;$600;$650;450;0;120;6
430;2;2;;100;1;$700;$750;550;0;200;6
430;2;2;;250;1;$800;$850;650;0;500;6
430;2;2;;500;1;$900;$950;750;0;1000;6
430;3;0;;60;1;$450;$500;300;0;120;6
430;3;0;;100;1;$550;$600;400;0;200;6
430;3;0;;250;1;$650;$700;500;0;500;6
430;3;0;;500;1;$750;$800;600;0;1000;6
430;3;0;;60;1;$500;$600;0;1;;
430;3;0;;100;1;$600;$700;0;1;;
430;3;0;;250;1;$700;$800;0;1;;
430;3;0;;500;1;$800;$900;0;1;;
430;2;2;;60;1;$650;$750;;1;;
430;2;2;;100;1;$750;$850;;1;;
430;2;2;;250;1;$850;$950;;1;;
430;2;2;;500;1;$950;$1.050;;1;;
430;1;1;;1000;1;$1.000;$1.100;;0;;
431;2;2;;60;1;$650;$750;;1;;
431;3;0;;100;1;$550;$600;200;0;150;12
432;2;2;;100;1;$700;$750;350;0;150;12
432;3;0;;60;1;$500;$600;0;1;;
432;3;0;;100;1;$600;$700;0;1;;
432;2;2;;60;1;$650;$750;;1;;
432;2;2;;100;1;$750;$850;;1;;
